"date","mob.bus","mob.full","mob.bus0"
2020-02-15,0.98,0.973333333333333,0.99
2020-02-16,0.985,0.996666666666667,0.993333333333333
2020-02-17,0.855,0.941666666666667,0.813333333333333
2020-02-18,0.945,0.96,0.94
2020-02-19,0.965,1.00333333333333,0.96
2020-02-20,0.955,0.968333333333333,0.953333333333333
2020-02-21,0.93,0.945,0.93
2020-02-22,1.04,1.06666666666667,1.05
2020-02-23,1.0275,1.10333333333333,1.03666666666667
2020-02-24,1.0225,1.04333333333333,1.03333333333333
2020-02-25,0.9925,0.988333333333333,1
